text	label
Masa ni laa nak jek angin sikit DS Anwar kat YDPA. Masa jumpa nanti jangan lupa promote sekali lagi untuk ganti TS https://t.co/VKEH6d7cvE	negative
Jangan menentang bila BN buat, tetapi tiba-tiba kita buat 	positive
Kita akan mempromosi dan meningkatkan kesedaran masyarakat India mengenai kepentingan melabur dan menggunakan peluang ini sambil berharap semua 1.5 bilion unit amanah itu dapat dilanggan dalam tempoh enam bulan selepas pelancarannya	positive
@Junesalman @atashazmi Setuju	neutral
@NewOpang Dar Rakyat yang Bergerak Usir lalat politik	negative
yang kerajaan perlu berhenti membantu adalah mereka yang sudah kaya-raya tetapi masih mengharapkan bantuan kerajaan dalam pelbagai bentuk	positive
Kerajaan Kedah lembab nak mampos. Bulan 7 baru nak start fasa 3. Babi	negative
mungkin di masa akan datang kerajaan perlu mewujudkan satu peraturan untuk mengelakkan diri melakukan perniagaan	positive
Dialek Negeri Sembilan: moncikau #Dialek #DekadBahasaKebangsaan #BahasaJiwaBangsa https://t.co/6AyYklfdg2	neutral
Sebaik kita dapat konsensus dalam Kabinet, saya berharap kita boleh bawa undang-undang baharu ini ke sesi Parlimen akan datang	positive
Meskipun tidak dicalonkan semula untuk mempertahankan kerusi, dia akan tetap membantu sesiapa sahaja yang mengantikan tempatnya.	positive
ABG IPAR AKU PEGI HUKM NK BUAT SEAB TEST THEN HUKM TAK TERIMA. SURUH PEGI HKL. CALL HKL DORG SURUH DTG. SAMPAI HKL https://t.co/ph8tFa10SO	negative
Aslmualaikum, tolong rt untuk rezeki saya supaya dapat clearkan stok? Stok yang ada : 3 cadbury 3 kitkat 4 milo https://t.co/bn6d6HxE00	neutral
Malangnya Pas telah memilih untuk mengasingkan diri dari pakatan pembangkang, akibatnya mereka mula terasa kesunyian dan bimbang akan terus terpinggir	negative
ke memang sengaja dia nak buat aku camni.	negative
Pembangkang anggap apabila kerajaan bersetuju, seolah-olah hari ini berjanji, esok telah siap	negative
memang banyak telah tercapai sejak deb dilancarkan seperti dalam pembasmian kemiskinan bagi meningkatkan hak milik bumiputera dan dalam hal meningkatkan tenaga mahir melayu dan bumiputera lain	positive
Benda salah. Nak sembang apa lg. Jgn pasal jawatan mb tuh ko boleh buat ikut suka. Ikut lg umno. Dapat la perangai https://t.co/N5RA4Hj5GI	negative
Kami akan pastikan dua DUN (Sungai Panjang dan Sekinchan) dan Parlimen Sungai Besar berada dalam genggaman BN.	positive
Berapa kali nak disebut kerajaan negeri tak ada kuasa untuk tutup kilang. Sampai beliau pun dah merayu	negative
Cakap terpaling A, buat hampeh. Org politaik pembangkang ke kerajaan ke. Same for me. anwar ke lebai ke najib ke di https://t.co/ETg2VmVpcn	negative
Bagaimanapun, kita guna inisiatif dengan mengurus dan meminimumkan impak postif serta negatif untuk mengurangkan kadar ancaman	positive
Solidariti untuk semua penghasut!	negative
@SaifulEnver Hahaha mcm pernah dengar hahahaha ooooo ini bukan one hit wonder, ini hit the bottom rock	neutral
iklim politik Malaysia belum terbuka untuk menerima lebih ramai wanita ditampilkan.	negative
Saya konsisten jalankan Ziarah Kasih, kerana ia medium terbaik mendekatkan saya dengan rakyat, memahami keperluan dan masalah mereka.	positive
Sebenarnya kita sudah ada satu pelan pembangunan induk untuk Wang Kelian	positive
Kita akan laksanakan pertandingan 10 pasar tani terbaik di peringkat negeri dahulu dan kemudian akan dibawa ke peringkat kebangsaan	positive
Tengok sahaja janjinya, sebelum ini nak buat jambatan merentasi Sungai Kelantan yang menghubungkan Kota Bharu dengan Tumpat, tidak jadi.	negative
Aah. Semua salah orang semenanjung. Yet korang juga undi kerajaan anak beranak Taib (BN) and later GPS every election. Yang discriminate sarawak &amp; sabah selain federal govt ialah anak sabah &amp; sarawak sendiri. Buka lah mata tu.	negative
Saya menasihatkan jika ada peresapan air maka laluannya perlu diubah	positive
@zynnzr Hahahaha setiap bulan lemah jadi gini	positive
Portal berkenaan disaman berikutan laporan yang diterbitkan­nya berhubung dakwaan penduduk Bukit Koman bahawa penggunaan bahan kimia mengandungi sianida bagi aktiviti perlombongan emas di kawasan itu telah menjejaskan kesihatan mereka.	negative
Saya dah berumur 26 tahun pun pintu masih tiada tombol ya, anak soleh https://t.co/JLLh8UF3pg	neutral
Kita mempunyai struktur dan ikut apa yang dikehendaki oleh ROS	positive
@JJWOHOON suka aj sama es batu mekdi	neutral
@convomf kalo udah batu susah nder, nanti juga sadar sendiri kalo dia minor, jangan suudzon dulu juga, sapa tau mer https://t.co/YluwoPcSlC	negative
@sampritsusu @501Awani Ko ni baca fakta tak? Letih ckp kalau org malas membaca ni... Lepas ambil alih kerajaan ke https://t.co/dYvOWw9fNN	negative
Tetapi nampaknya sehingga kini semuanya masih berjalan seperti biasa, atau business as usual	positive
Aiyaaa napa lapar skrg ni?	neutral
kerana mereka ini menerima rawatan selepas mengharungi pengalaman yang getir itu.	positive
Kita akan melihat semula perjanjian di antara majikan dan pekerja berkenaan, mana-mana peraturan yang masih mempunyai kelonggaran maka kita akan adakan kajian semula termasuk SOP keselamatan	positive
@callmeyay Live malam ritu ke?? Aku join kejap je ritu	neutral
Suruhanjaya Pilihan Raya (SPR) sudah menjemput pemerhati dari 14 negara untuk terlibat sebagai pemerhati asing pada pilihan raya umum	positive
isu LGBT semakin hangat diperkatakan, menjadi kegusaran yang meniti dibibir 'makcik-pakcik bawang' dan di muka buku para 'keyboard warrior' yang ada sebahagiannya benar gusar, perihal ini semakin meruncing sedang sebilangan yang lain menjadikan ianya salah satu 'alat politik' menghangatkan rencam keterbukaan Malaysia baru.	negative
Berita palsu boleh menjadi fitnah yang runtuhkan institusi kekeluargaan dan juga boleh memusnahkan ekosistem negara	negative
persoalannya apa lagi pembohongan malah perbuatan lebih ekstrem yang akan dilakukan	negative
Emosi mereka cukup jelas	positive
Kalau ada yang kata Saddiq ni populist, mungkin ada benarnya. Lihat sisi positif, hampir semua penduduk Muar kenal Saddiq dan tahu macam mana nak hubunginya. Ahli parlimen kawasan anda? Bila kali terakhir anda lihat? https://t.co/9asKx7QXni	positive
@SinarOnline Kerajaan Selangor duk Dah na Jadi UMNO dah ka duk leka bercakap sajaaa ...bantuan belia bantuan tutup https://t.co/weR2dfHifh	negative
Kita perlu memastikan persekitaran kawasan tersebut bebas daripada sebarang bahaya, selain mempunyai laluan kecemasan secukupnya	positive
@shaqibshahril Bakal - nakal parti hijau lah kan.	negative
Bersatu masih menanti panggilan ROS, dan kami bersedia dan akur dengan cadangan yang bakal dikemukakan ROS jika terdapat sebarang masalah	positive
@h1sham9 @syahredzan apabila kebanyakan kes sporadic memang tak boleh trace punca jangkitan dah	neutral
Hajat nak jog dari subuh tadi ada urgent call text. Haihh	positive
Itu inisiatif saya	positive
Justeru, kita amat teruja menantikan pengumuman itu nanti. 	positive
Pada 2016 dan 2017, sebanyak 720,000 tan getah asli yang dihasilkan di Malaysia dibekalkan oleh pekebun kecil dan Lembaga Getah Malaysia (LGM) disarankan agar mengkaji kaedah bagi meningkatkan penggunaan getah yang boleh dikomersialkan	positive
Sebelum ini, tidak ada parti yang pernah mendapatkan maklum balas daripada MBM dalam membentuk manifesto yang tidak lain tidak bukan bertujuan untuk memberi fokus kepada isu anak muda.	positive
Menurut statistik yang dikeluarkan Trading Economics menunjukkan, hutang rakyat Malaysia adalah 84.6 peratus berbanding KDNK iaitu RM1.144 trilion	negative
Sembang Santai Teh Tarik # 3 Tajuk : Bila nak TURUN?!?!? Tarikh: 18 July 2021 (Ahad) Masa: 11:00pm Facebook Live : Parti MUDA Negeri Sembilan Sertai kita! Meeting ID &amp; passcode akan diberi 15 mins sebelum sesi bermula @partimuda #PartiMUDANegeriSembilan https://t.co/FqqdPopQUJ	neutral
ga ributin masalah sepele, akur trus karena bersatu kita runtuh bercerai kita kawin lagi, canda, bercerai kita ber https://t.co/TOIfjZF3dF	negative
Saya tak boleh lari kerana undang-undang tidak dihormati. 	negative
Siapa kuat dia kudrat Bila kerajaan darurat dia boleh buat apa yg dia nak buat dan hajat	negative
@anginsiberia jnt lgi laju..menyesal xpkai jnt hritu	positive
Bella tu bru lps lumur ikan dgn kunyit ke?? Smpai ke stage jari ko kuning hahahah	neutral
@bertanyarl bener-bener random isinya, dari pas takut dipdkt-in orang, sinisin org yg julid ke idol gue, sampe kein https://t.co/SAbFq5pH75	negative
Kerajaan berusaha menyelaraskan  harga khususnya untuk outlet di Sabah dan Sarawak	positive
Kita harapkan senario lebih baik dan memihak kepada BN pada PRU14 nanti  memandangkan pada PRU13 kita menghadapi penolakan daripada kaum Cina hingga terpaksa akur dengan kekalahan calon Umno, Datuk Muhamad Sufian Awang.	positive
ini boleh menyebabkan jurang defisit perdagangan semakin meluas seterusnya melemahkan mata wang terbabit dalam mekanisme membuat perubahan semula jadi	negative
Apa yang berlaku di bahagian dunia lain juga memberi kesan kepada Malaysia	negative
hm bosan dah aku dengan kerajaan ni	negative
Puak puak ni kerja dia salahkan orang ja. SELangkah, Selangor, Google, rakyat konon bodoh tak tahu masukkan alamat sendiri. Semua la salah kecuali diri depa sendiri.	negative
@republikaonline Biar pada beralih ke sepeda atau ke angkutan publik, jd ga banyak mobil bermacet2 ria...... Seper https://t.co/nc02WcOsDV	neutral
jumlah tanggungan hutang adalah besar dan ia memerlukan masa untuk menyelesaikanya	negative
takutnya tengok feminist yang extremists ni, ya allah jauhkan lah	neutral
Kalau kamu tidak berani menyoal saya di pejabat kamu sendiri, kenapa hendak tulis artikel bantai saya	negative
Pada tahun 2050 nanti, kita perlu ada golongan agropreneur atau usahawan pertanian yang dinamik, kreatif dan mampu menerajui bidang penghasilan makanan. 	positive
"Kalau email tu dihantar kepada ramai penerima, jangan ""reply to all"" jika hantaran melibatkan jawapan personal. Bua https://t.co/rSpl1Gcq0o"	neutral
Masih ada terlalu banyak penggunaan beg plastik	negative
MB Kedah ni jenis macamana pun tak tahu lah. Tak nak bagi air kepada Penang, sampai nak alih laluan sungai. Tapi bila nak makan, bila nak beli Ford Ranger, tahu pula nak cari dekat Penang. Muka tebal betul. Oh lupa.. Parti PAS..	negative
@beruangsepet Cumburu abe beruang ni sho kiyut	neutral
paip ini tahan lebih lama dan tidak mudah rosak jika dijaga dengan elok	positive
Apa tujuan sebenar pembangkang, setakat nak jatuhkan kerajaan Najib?	negative
Kita hendak jaga institusi mufti yang berperanan menyatukan orang Islam.	positive
Pemakluman :- Tatacara Penghantaran Dokumen Sebutharga Secara Drive-Thru di JKR Dungun. Dilampirkan Pelan laluan yg perlu dipatuhi oleh semua. Kerjasama semua yg terlibat amatlah diharapkan. @JKRTerengganu @yusufghani200 @HasliJKR @AlAzhar_JKR @zulfazimie90 @noorulasliza https://t.co/tMtcHZqxuz	neutral
Saya agak terkilan dengan kenyataan beliau kerana setakat ini ada tiga wanita di kabinet	negative
Penstrukturan semula subsidi digunakan untuk menampung ekonomi negara yang parah kesan daripada salah urus tadbir oleh BN	negative
Kerajaan Singapura akan terus bekerjasama dengan Malaysia untuk mencari kaedah lain yang praktikal untuk memudahkan perjalanan di antara Singapura dan Malaysia	positive
#Kangar Kerajaan Perlis menyasarkan 2,600 orang di negeri itu menerima vaksin Covid-19 setiap hari bagi mencapai matlamat 80 peratus penduduk negara divaksinasi menjelang hujung tahun ini https://t.co/kIV0hWqbAa	positive
zahid berkata demikian ketika ditanya usaha kerajaan untuk memastikan harga bahan bakar di pasaran tidak terus meningkat	positive
ditanya memang ramai sahaja yang mahu menetap dan bekerja di sini, tetapi mereka gagal mencari pekerjaan yang bersesuaian dengan bidang mereka	negative
Alhamdulillah rezeki masuk petang ni https://t.co/qed7REir9A	positive
8 JUN 2021 Sumber: Jabatan Kesihatan Negeri Kedah Kes covid-19 sehingga 7 Jun 2021@12.00tgh #kitajagakita #kitamestimenang #prayforkedah #StayHome #bantukedahmenang https://t.co/WlcYenAmLJ	neutral
dijangka tidak akan hadir sambutan ulang tahun kelahirannya yang dirancang dianjurkan oleh sebuah persatuan Cina	negative
 Mereka nak sijil halal tapi menekan hak asasi pekerja	negative
Tmbh lg https://t.co/kxG1ydZr01	positive
Tanpa tindakan undang-undang, maruah negara dan pemimpin akan terus tercemar	negative
Sebenarnya.my adalah sebuah portal untuk masyarakat Malaysia menyemak sebelum berkongsi berita yang diterima secara dalam talian melalui media sosial, perkhidmatan mesej segera, blog, laman sesawang dan lain-lain	positive
Jadi raya pun boleh disambut dengan meriah...	positive
1MDB sebelum ini menyatakan dan mengulangi ia tidak kehilangan wang dan semua wangnya diambil kira sepenuhnya	positive
Jangan terpengaruh dengan pesanan-pesanan negatif daripada orang yang tidak mengenali diri anda	positive
Macamana kes covid-19 nak turun kalau majlis tempatan, kerajaan negeri dan ahli parlimen PH tidak mahu berkerjasama https://t.co/FcKv7hwKUa	negative
mungkin daripada segi dasar kerajaan mahu buat pengkhususan dalam aspek hukuman atau dalam aspek bayaran pampasan, itu semua kita kena kaji	positive
Hari ini mereka mula terasa bahang tersebut, Pas mula ditolak kerana rakyat telah ada alternatif baharu. 	positive
Ini bagi mengesan sama ada kad pengenalan yang digunakan itu palsu atau tidak.	positive
Hutang isirumah tertunggak, Rakyat dah melalak, Simpanan habis sampai kikis kerak, Bantuan takdak, Dan kerajaan masih buat pekak. #KerajaanPembunuh #KerajaanBangsat *Mohon isi soal-selidik hutang isirumah ini. Kawasan Lembah Klang. Terima kasih. https://t.co/RtD7IbMpMc	negative
Peluang pekerjaan makin merosot sehingga ada kalangan mereka yang terlatih dalam bidang jurutera tiada kerja dan terpaksa jual nasi lemak	negative
Kita dukacita dengan apa yang berlaku, namun oleh kerana kes dalam siasatan polis, NUTP berharap keadilan dapat diberikan kepada semua pihak	positive
Melayu Johor akan bangkit untuk mempertahankan hak mereka yang telah dimusnahkan oleh pemimpin BN	negative
@bumilangit Gunakanlah logo PH yg sudah disahkan. PRU14 dulu cerita lepas &amp; terpaksa guna logo PKR. DAP pun mesti g https://t.co/YCRxtBY9HA	neutral
Kita tidak mampu untuk bergerak sendirian kerana kita memerlukan sokongan masyarakat setempat bagi memastikan isu seperti ini dapat ditangani	positive
Sekiranya mereka ini terlibat dalam kemalangan semasa sedang bekerja, apakah bentuk perlindungan atau pampasan yang boleh didapati setelah tidak diberikan perlindungan menerusi caruman KWSP dan Perkeso	negative
Saya percaya ini berita yang tidak tepat dan rakyat perlu berhati-hati daripada menerima perkara-perkara yang tidak ada kesahihan dan fakta yang tepat.	positive
Tak payah keluar mengundilah penyokong mereka ni	negative
Saya perlu berlaku benar pada diri saya dan 11 nyawa yang meninggal dunia	positive
Pakai induction dengan temp control. Dapat tahu pasal temp-time relationship dengan meats. How meats break down by https://t.co/23oMvBRU4c	neutral
Usaha kita dalam aspek ini adalah “the new battleground” yang perlu kita beri tumpuan lebih	positive
asean perlu bangkit bersama untuk mengiktiraf kebenaran yang sedang berlaku di myanmar dan mencari jalan penyelesaian yang adil dan saksama	positive
Gain knowledge yg tak tahu lagi about culinary yelah skrg ni commis je mesti nak ilmu lagi	neutral
mahu rakyat bertambah yakin dan selesa dengan segala sistem atau perkhidmatan	positive
lagi satu keanehan si @nasaie11 ni. 1. tak iktiraf mana2 ulama (dia kata ulama ni berhala moden) 2. hanya iktiraf lantikan Allah Soalan: siapa yang dilantik Allah dan macam mana kita tahu dia dilantik Allah? Ada surat pekeliling? yang confirm hanyalah Nabi s.a.w https://t.co/o1V1c1jIcO https://t.co/tGmdqpoJEg	negative
berubah 360 darjah daripada seorang yang berbudi bahasa kepada individu yang suka mencerca.	negative
babi lah. siapa yg rt tweet dia masuk timeline aku ni. semak babi	negative
Selain itu, satu dasar dan piawaian standard perlu diperkenalkan kepada semua agensi kerajaan yang mengendalikan data peribadi bagi memastikan ia diproses selamat dan tidak terdedah kepada penyalahgunaan	positive
Kerajaan teruskan apa telah dilaksanakan sebelum ini sahaja.	positive
@rasasayanggee 500 perak	neutral
@RameshRaoAKS @MacthDeath @NajibRazak @Bossbm17 @bossku_team @BosskuTeam @BNrasmi @Barisansial @umnoonline @presidenumnoazh @pusalamofficial @johor_umno @Farid_alzakry @dapperak @DAPKampungTunku @DapsyDamansara PARIA No 1 KELING PENJILAT LUBANG JUBOR BUSUK MINAH KEPIT PENYAMUN PONDAN PEKAN BAPUK TUA @NajibRazak &amp; ROSMAH IBLIS NASI KANGKANG CIBAI BUSUKYah Allah tolonglah Ohhhhhh Ibbbuuuu Kuuuuuuuu, saya masih KELING HINDU dengan kukuciau hitam 2 inchi https://t.co/fNShnBfbnw	negative
Oleh itu, kita harus berbangga kerana berada di dalam sebuah parti yang berjiwa rakyat, membantu rakyat dan berhidmat untuk rakyat	positive
Selamat Datang ke akaun Instagram rasmi Badan Perhubungan UMNO Negeri Pulau Pinang. Layari https://t.co/WSawXts4xM https://t.co/fx5o8FwELG	neutral
Terlalu banyak fitnah dan berita palsu untuk meniup kebencian terhadap kerajaan	negative
apalah kerajaan buat dengan pemabuk yg langgar orang ni. patutnya mase ni lah nak tunjuk kuasa, bukan nye pergi sam https://t.co/0JTEjb3eB4	negative
Apa yang boleh disimpulkan sekarang adalah ia telah memalukan Malaysia di persada antarabangsa.	negative
Sekarang, asrama-asrama itu diambil alih oleh jabatan pendidikan dan saya gembira kerana inilah tanggungjawab bersama, iaitu menyediakan kemudahan untuk anak-anak kita di sekolah	positive
Eh!!!! Sebelum PRN Sabah kes 0 tau!!!! Nil case. Ape jadi skrg adalah rentetan ahli politik la punye keje. Lepas tu https://t.co/m72d3s0HGY	negative
Saya baca kenyataan Tun bahawa menteri kabinet wanita dalam zaman Datuk Seri Najib tidak mempunyai portfolio penting sebab tidak wujud kementerian yang lebih relevan	negative
@IzaraAishah Farah ini bukan ikut telunjuk israel ke?	negative
DFTF MV TEASER telah dilihat sebanyak 2,2 Juta kali dengan 585 Ribu like di Youtube! https://t.co/WKMuSm2jMj #EXOMILLIONSELLER #DONT_FIGHT_THE_FEELING #EXO # @weareoneEXO https://t.co/DbAsxq71f3	positive
Aku dh agak dah Mesti buat hal punya Semporna takpernah mengecewakan	positive
Rakyat Sabah marah	negative
Pada ketika ini kami tidak jelas di mana dia ditahan	negative
Srikandi ingin menzahirkan rasa bangga dan terharu atas keberanian seorang anggota kami yang telah tampil menyerahkan bukti tawaran imbuhan terhadapnya daripada pihak tertentu	positive
Solidariti ini penting bukan sahaja semasa pilihan raya tapi selepas itu juga	positive
Kayak sidang harta gono-gini... https://t.co/9xYDRpLA2k	neutral
Mungkin ketika Mukhriz terus menafikan tugas saya untuknya dan menafikan manfaat yang diperolehnya daripada nasihat yang saya berikan daripada Cambridge Analytica dan SCL Group bagi Kedah semasa PRU13, adakah beliau juga akan menafikan kemenangan dengan menawan Kedah dan  menjadi Menteri Besar?	negative
Ini menunjukkan seolah-olah ia sesuatu yang bagus, tetapi satu statistik yang perlu dipadankan dengan pendapatan adalah perbelanjaan	positive
Lima kali tewas, calon Bebas guna logo pen tak serik	positive
Dua keputusan Mahkamah Persekutuan baru-baru ini mengesahkan prinsip undang-undang dalam keistimewaan Parlimen dan ketidakadilan terhadap prosidingnya	negative
@meinmokhtar Harap2 betul ah naik 2 inch. Dah lama nak merasa ada 3 inch dlm seluar	neutral
Sedangkan majoriti Melayu kuat di Dun Tanjung Lumpur dan Inderapura... amat baik jika Umno diberi peluang sekali lagi	positive
Identiti, politik, populisme, penipuan dan lain-lain, akhir sekali mereka balik (turn) ke negara mereka dengan keuntungan duit rakyat kita	negative
Malaysia dengan tegas percaya bahawa Pertubuhan Bangsa Bersatu (PBB) memainkan penting sebagai platform bagi kerjasama antarabangsa berdasarkan prinsip saling menghormati dan undang-undang antarabangsa	positive
@alibasyeer sorry for asking , but apa beza colour pink dgn colour biru ya ?	positive
https://t.co/jsTwBGD2lj Sudah dijelaskan dalam thread yang ringkas ini bagaimana harta itu boleh diisytihar sebaga https://t.co/pHxFs2BXWJ	positive
ijangka ia akan selesaikan sepenuhnya masalah pencemaran yang sering berlaku sebelum ini	positive
Kalau dah degil mengalahkan buluh betong tu buat la iklan mcm mana sekalipun siap letak la siapa mati sekalipun tak https://t.co/fH5b3D3iow	negative
Jadi ini reaksi saya kali pertama makan taco bell. Sorry terguna tangan kiri https://t.co/mI9jjZUXWC	neutral
@shahfahzan makin buruk adaaa	negative
Kedua-duanya mengalami krisis ekonomi dan politik	negative
Setuju tu setuju jugak tapi tolong la cepatkan bagi vaksin kat orang yang dah daftar kat mysejahtera tu. Dah penat https://t.co/G4FtCUBXXZ	negative
wamenlu ri juga mendesak agar apec dapat memperkuat kapasitas dan produktivitas petani serta nelayan kecil lewat teknologi dan inovasi memperkuat akses pasar bagi mereka dan upaya penghapusan tarif produk pertanian	positive
Jangan terprovokasi isu pembatalan Haji https://t.co/OYJPKIOHVf	negative
Tunjukkanlah kesungguhan dan bekerjasama supaya kejayaan akan terus dicipta	positive
Isu pesawat disabotaj, semua pihak berkaitan termasuk syarikat pemilik pesawat itu sudah memberi kenyataan bahawa tiada unsur sabotaj	negative
percaya dua menteri ini yang mempunyai latar belakang akademik yang seimbang dan boleh menjadi contoh pembinaan masyarakat Islam yang berkualiti dan terhormat di negara ini.	positive
Akhirnya saya sendiri bongkarkan keadaan sebenar demi mengembalikan hak pengadu.	positive
Kapal laut ceroboh, kapal terbang ceroboh. Dan Malaysia masih tenang.	negative
@f_hananooo Seksyen dua satu tiga kurungan satu	neutral
Sokong Brazil ... Brazil Kalah. Sokong England, ... England kalah. Sokong Kelantan, ... Kelantan kalah. Sokong Umno, ... Umno kalah. Tak lama lagi mesti PN pun kalah. Pembawa suwei Annuar ni.	negative
Apakah setelah ini akan muncul cluster antrian BTS Meal?	neutral
Saya juga suka melihat bagaimana penduduk di sini bersatu padu melakukan sesuatu perkara.	positive
kerajaan perlu terus membantu golongan sasaran ini	positive
Dalam kebersamaan kita untuk ambil alih Selangor pastikan jangan ada kecacatan sekalipun, kita mesti memastikan sifar kecacatan, kita mesti bersatu padu, kita mesti bersepakat  dan bekerja sebagai satu pasukan di bawah  BN, itu penting	positive
Buat permulaan KR1M 2.0 akan menawarkan empat barang keperluan asas dengan harga rendah iaitu gula, minyak masak, tepung dan beras	positive
Hampa la yang tak habis habis pasal politik hampa tu! Kalau dak mai mana kes duk sama tang tu ja	negative
Sebab kalau ikutkan secara saintifik ramai pakar perubatan, Pertubuhan Bangsa-bangsa Bersatu dan hak asasi manusia menyatakan ‘corrective approach’ bukannya membantu, tapi akan mengakibatkan kemurungan dan lebih masalah kepada golongan LGBT	negative
Habis belajar perlu tampung pinjaman pendidikan, dan ada yang mahu mohon pinjaman untuk beli kereta dan rumah	negative
Kerajaan berharap ini dapat dilakukan secepat mungkin bagi mencapai  sasaran jalur lebar negara menjelang 2020	positive
Saya percaya saya perlu berkongsi maklumat yang berasas dan penting terutamanya maklumat berkaitan dengan kepimpinan negara dan rakyat Malaysia supaya rakyat dapat mengetahui dan memilih kepimpinan negara yang berkaliber dan sesuai dalam pandangan rakyat	positive
Pun orang masih kata zaman sekarang susah berbanding dulu	negative
pada hakikatnya dalam sistem ekonomi sebenar mata wang yang kukuh boleh memberi kesan ketara kepada ekonomi dalam jangka panjang apabila keseluruhan industri menjadi tidak kompetitif tidak mampu bersaing dan beribu-ribu orang tiba-tiba kehilangan pekerjaan	negative
dalam meletakkan matlamat tahun itu dr mahathir dengan jelas mengatakan bahawa untuk mencapai taraf negara kaya dan maju ekonomi negara hendaklah berkembang secara konsisten pada kadar peratus setahun	positive
Tetapi bila orang lain memerintah kita kata tak betul, tak benar, tak maju, tak patut	positive
Kali ini, urusannya ringkas dan mudah, malah kebanyakan urusan boleh dilakukan secara dalam talian pada bila-bila masa dan di mana sahaja	positive
Jalan keluarnya ialah menubuhkan suruhanjaya diraja untuk menyiasat	positive
berkhidmat dan mengabdikan diri kepada perjuangan membela nasib rakyat dan memajukan Sabah yang tercinta	positive
Eeeee duk under kedah ka???? Tak buloq aih, no freaking wayyyyyyy bitch, no wayyyy.	negative
hhahahhahah cm harom tp ni realiti	neutral
@iamjefrizain @PASPusat @umnoonline @PartiAmanah Semua ahli parti politik hanya pentingkan undi.	negative
dalam erti kata lain bajet perlu menumpukan bantuan terhadap perusahaan kecil dan sederhana pks dan juga usahawan muda	positive
Saya fikir pandangan yang sebegitu tidak menunjukkan kefahaman tentang masalah kehidupan sosial dalam negara.	positive
Biarpun orang kata belajar di sekolah ini tidak sampai ke mana, sekurang-kurangnya anak kami ada pengetahuan asas dan lebih berakhlak	positive
Steady laaaa ramai tgh susah skrg, dia relek nak beli kereta baru kettewwwww	positive
beliau tetap bersemangat untuk menunaikan tanggungjawab memilih wakil rakyat di kawasan itu seperti orang lain.	positive
satu kenyataan mengecam syarat tambahan SPR mengenai penggunaan bahan kempen sambil menyifatkan langkah melarang gambar sebagai tindakan terdesak	negative
Hasil siasatan mereka diterima – dan lembaga pengarah syarikat itu dibubarkan, pasukan pengurusan dirombak dan operasinya dikaji semula	positive
mempunyai prestasi cemerlang dan memperoleh tahap sokongan optimum daripada akar umbi.	positive
Jadi bahasa Inggeris menguntungkan kita, lagipun sebagai bahasa ilmu, kita mudah menguasai ilmu kalau kita faham bahasa inggeris.	positive
Kita harap dapat berkongsi maklumat dengan polis dan agensi kerajaan lain bagi memudahkan kita melakukan pelbagai program pendidikan	positive
Ahli Parlimen Bandar Kuching, Dr Kelvin Yii, berkata kerajaan mesti mencari jalan untuk menampung perbezaan kos supaya ia saksama untuk semua. #FMTNews #KelvinYii #DAP https://t.co/m1um0YRbhM	positive
Hati Meyakinkan ku untuk berjuang Namun fisik memaksaku untuk berhenti	positive
Taubat boleh mengenai tekad anda mahu menebus kesilapan yang dilakukan terhadap orang lain	positive
Kita serahkan pada pengundi untuk buat penilaian tapi saya rasa pengundi Permatang Pauh bijak buat keputusan dan mereka dah lama beri sokongan kuat pada PKR	positive
Arab Saudi pun hairan dengan Malaysia kerana negara kita ia lihat seperti tiada kesan walaupun kita salah sebuah negara yang turut bergantung kepada sumber petroleum	positive
Tegaskan kepada parti bertanding di dalam pilihanraya, mereka hanya mendapat undi sekiranya dapat menunjukkan bagaimana mereka dapat memberikan perkhidmatan terbaik kepada rakyat. 	positive
perdana menteri britain theresa may pernah menyebut tentang kebimbangan dan cabaran tambahan yang didedahkan kepada anak muda oleh media sosial sementara menteri penjagaan kesihatan dan sosial jeremy hunt pernah memberi amaran kepada syarikat-syarikat media sosial bahawa mereka boleh dikenakan sekatan sekiranya tidak meningkatkan usaha mencegah aktiviti mesej lucah pembulian siber dan penindasan pengguna yang masih muda	negative
sudah dewasa dan memahami erti demokrasi	positive
membenarkan permohonan pihak pembelaan supaya perintah tutup mulut sementara diberikan dalam kes dakwaan pecah amanah dan salah guna kuasa melibatkan bekas perdana menteri	positive
Done hehe https://t.co/R3Od2GbCJU	neutral
Jika diperhatikan dalam setiap Felda ada lokasi dan produk unik yang boleh diketengahkan	positive
Terbaik mamat umno. Cable kuat!	negative
Pakatan Harapan yang diketuai DAP menggunakan ia sebagai modal politik untuk tohmahan terhadap Suruhanjaya Pilihan Raya	negative
Pande tetak indah ku maca tak duak menyuweet bepantun dalam comment. Tak duak sikda ws kah? Mun sikda ws pake ws aku lok. Kedong ku sik make	negative
last masuk sini 2019. rindu cinema MP Melaka	positive
